card_name,card_id,content_index,image_url,markdown,swappable_sides,audio_url
Arrays 10,119d556f-3931-433f-83ba-1b8741059a6f,10,,"<pre><code class=""language-javascript"">const numbers = [0, 1, 2, 3, 4, 5];
const words = ['Pizza', 'Cheesy Cannelloni', 'Osso buco'];</code></pre>

<ol>
        <li>
          Use the method <code class=""language-javascript"">reduce()</code> to calculate the sum of all
          values contained in the array <code class=""language-javascript"">numbers</code>.
          Assign the result to a new variable <code class=""language-javascript"">sum</code>.
        </li>
        <li>
          Use the method <code class=""language-javascript"">reduce()</code> to find the longest word in the array <code class=""language-javascript"">words</code>.
          Assign the result to a new variable <code class=""language-javascript"">longest</code>.
        </li>
</ol>",false,
Arrays 10,119d556f-3931-433f-83ba-1b8741059a6f,20,,"<pre><code class=""language-javascript"">const numbers = [0, 1, 2, 3, 4, 5];
const words = ['Pizza', 'Cheesy Cannelloni', 'Osso buco'];

const sum = numbers.reduce((acc, number) =&gt; acc + number);

const longest = words.reduce((acc, word) =&gt; {
  if (word.length &gt; acc.length) {
    return word;
  } else {
    return acc;
  }
});</code></pre>

<p>
        The <code class=""language-javascript"">Array.prototype.reduce()</code>
        method has a logic that is not easy to comprehend at first.
        The most important thing to keep in mind is that at each iteration,
        the return value of the callback function, called the <strong>reducer function</strong>,
        is always assigned to the accumulator variable.  And, at last, the method returns the last
        value that was assigned to the accumulator variable during the last iteration.
</p>

<p>
        Make sure that the callback always return a value explicitly.
        More specifically, if you use conditionals, make sure that each
        conditional branch returns a value explicitly, otherwise the
        <code class=""language-javascript"">undefined</code> value will be returned,
        and it is rarely a useful value while using the <code class=""language-javascript"">reduce()</code> function.
</p>

<p>
        In other words, the <code class=""language-javascript"">Array.prototype.reduce()</code>
        method executes a reducer function (that you provide) on each element of the array,
        resulting in single output value, which is the value of the accumulator at the end of the iteration.
</p>
      
<p>
        The reducer function is similar to the standard array callback function used by other Array methods,
        except that the first argument of the callback is the accumulator.
</p>

<h3>The reducer function</h3>

<p>
        Let's have  a look at the parameters of the reducer function used by
        <code class=""language-javascript"">Array.prototype.reduce()</code>.
</p>
      
<ol>
        <li>
          The first parameter, <code class=""language-javascript"">accumulator</code>, is mandatory.
          The accumulator ""accumulates""  the return values of the reducer function.
          It is the accumulated value previously returned in the last invocation of the reducer function,
          or <code class=""language-javascript"">initialValue</code>, if it was supplied (see below).
          Here are some alternative shorter names that can be used for this parameter:
          <code class=""language-javascript"">acc</code> or <code class=""language-javascript"">ac</code>.
        </li>
        <li>
          The second parameter, <code class=""language-javascript"">currentValue</code>
          is also mandatory. It is the current value or element being processed in the array.
          Here are some alternative shorter names that can be used for this parameter:
          <code class=""language-javascript"">currVal</code>, <code class=""language-javascript"">value</code>,
          <code class=""language-javascript"">val</code>, <code class=""language-javascript"">element</code>,
          <code class=""language-javascript"">currEl</code> or <code class=""language-javascript"">el</code>.
        </li>
        <li>
          The third parameter, <code class=""language-javascript"">index</code>, is optional.
          It is the index of  the <code class=""language-javascript"">currentValue</code>.
          Here are some alternative shorter names that can be used for this parameter:
          <code class=""language-javascript"">idx</code>, <code class=""language-javascript"">id</code>.
        </li>
        <li>
          The fourth parameter, <code class=""language-javascript"">array</code> is also optional.
          It is the array on which the method was called on.
          Here are some alternative shorter names that can be used for this parameter:
          <code class=""language-javascript"">arr</code>, <code class=""language-javascript"">ar</code>.
        </li>
</ol>

<p>Here are some options for the short identifiers of the reducer function:</p>

<pre><code class=""language-javascript"">// 3-letter identifiers
(acc, val, idx, arr) =&gt; {};
(acc, val, idx) =&gt; {};
(acc, val) =&gt; {};

// 2-letter identifiers
(ac, el, id, ar) =&gt; {};
(ac, el, id) =&gt; {};
(ac, el) =&gt; {};</code></pre>

<h3>The initialValue</h3>

<p>
        <code class=""language-javascript"">Array.prototype.reduce()</code> can have an optional second argument,
        <code class=""language-javascript"">initialValue</code>, alongside the reducer function which is
        the mandatory first argument. The <code class=""language-javascript"">initialValue</code> is a value
        to use as the first argument to the first call of the reducer function.
        If no <code class=""language-javascript"">initialValue</code> is supplied,
        the first element in the array will be used as the initial <code class=""language-javascript"">accumulator</code>
        value and skipped as <code class=""language-javascript"">currentValue</code>.
        Calling <code class=""language-javascript"">reduce()</code> on an empty array without an
        <code class=""language-javascript"">initialValue</code> will throw a <code class=""language-javascript"">TypeError</code>.
</p>

<p>
        The first time the reducer function is called, <code class=""language-javascript"">accumulator</code>
        and <code class=""language-javascript"">currentValue</code> can be one of two values.
        If <code class=""language-javascript"">initialValue</code> is provided in the call to
        <code class=""language-javascript"">reduce()</code>, then <code class=""language-javascript"">accumulator</code>
        will be equal to <code class=""language-javascript"">initialValue</code>, and
        <code class=""language-javascript"">currentValue</code> will be equal to the first value in the array.
        If no <code class=""language-javascript"">initialValue</code> is provided,
        then <code class=""language-javascript"">accumulator</code> will be equal to the first value in the array (at index 0)
        and <code class=""language-javascript"">currentValue</code> will be equal to the second value in the array (at index 1).
</p>

<p>
        In other words, if <code class=""language-javascript"">initialValue</code> is not provided,
        <code class=""language-javascript"">reduce()</code> will execute the reducer
        function starting at index 1, skipping the first index. If <code class=""language-javascript"">initialValue</code>
        is provided, it will start at index 0.
</p>",false,
Arrays 02,2e584879-93df-4397-b924-b67f98044d03,10,,"<pre><code class=""language-javascript"">const a = [1, 2, 3, 4, 5];</code></pre>

<p>
        Create 3 arrays <code class=""language-javascript"">a1</code>, <code class=""language-javascript"">a2</code>
        and <code class=""language-javascript"">a3</code> in 3 different ways so that they contain the same elements as <code class=""language-javascript"">a</code>
        and so that they are independent from one another. Mutating the array <code class=""language-javascript"">a</code> should not mutate any of the 3 other arrays.
</p>",false,
Arrays 02,2e584879-93df-4397-b924-b67f98044d03,20,,"<h3>Solution 1: Array.prototype.slice()</h3>

<pre><code class=""language-javascript"">// Solution 1: Array.prototype.slice()
const a = [1, 2, 3, 4, 5];

const a1 = a.slice();</code></pre>

<p>
        When used with no arguments, the <code class=""language-javascript"">Array.prototype.slice()</code>
        creates a shallow copy of the original array.
</p>

<p>
        A shallow copy of an array is a new array that is independent from the 1st array,
        but only to a <strong>certain extent</strong>.
        If the original array contains objects (or references),
        then mutating the object in the original array would also affect the shallow copies.
        A totally independent copy of an array is called a <strong>deep copy</strong>.
</p>

<h3>Solution 2: the spread syntax</h3>

<pre><code class=""language-javascript"">// Solution 2: the spread syntax
const a = [1, 2, 3, 4, 5];

const a2 = [...a];</code></pre>

<p class=""subtitle"">
        Resources:
</p>

<ul>
        <li>
          <a href=""/js-3-dots"" target=""_blank"" rel=""noopener noreferrer"">
            The 3 dots syntax</a>.
        </li>
</ul>

<h3>Solution 3: Array.from()</h3>

<pre><code class=""language-javascript"">// Solution 3: Array.from()
const a = [1, 2, 3, 4, 5];

const a3 = Array.from(a);</code></pre>

<p class=""subtitle"">
        Resources:
</p>

<ul>
        <li>
          <a href=""/js-create-arrays"" target=""_blank"" rel=""noopener noreferrer"">
            How to create arrays in JavaScript?</a>
        </li>
</ul>",false,
Arrays 06,38ebaa95-5aa8-4f77-a310-9ba5fc3f4862,10,,"<pre><code class=""language-javascript"">const a = [5, 4, 3, 2, 1];</code></pre>
      
<p>
        Create a new array <code class=""language-javascript"">b</code> that contains the values from <code class=""language-javascript"">a</code> that are even.
</p>",false,
Arrays 06,38ebaa95-5aa8-4f77-a310-9ba5fc3f4862,20,,"<h3>
        Even integers
</h3>

<p>
        We can test if an integer is even or not by using the modulo operator (<code class=""language-javascript"">%</code>).
        If a number is even, the division of this number (the dividend) by 2 (the divisor)
        has a remainder equal to 0. Since the modulo operator ""produces"" the remainder,
        the following expression allows us to test if an integer is even or not:
        <code class=""language-javascript"">el % 2 === 0</code>.
        This expression produces a value <code class=""language-javascript"">true</code>
        if the integer <code class=""language-javascript"">el</code> is even,
        or <code class=""language-javascript"">false</code> if the integer
        <code class=""language-javascript"">el</code> is not (or is odd).
</p>

<h3>Solution 1: Array.prototype.filter()</h3>

<pre><code class=""language-javascript"">// Solution 1: Array.prototype.filter()
const a = [5, 4, 3, 2, 1];

const b = a.filter(el =&gt; el % 2 === 0);</code></pre>

<ol>
        <li>
          The <code class=""language-javascript"">Array.prototype.filter()</code> method
          creates a new array with all elements that pass the test implemented by the provided callback function.
        </li>
        <li>
          The method <code class=""language-javascript"">Array.prototype.filter()</code>,
          like many other Array methods, uses a
          <a href=""/js-array-callback"" target=""_blank"" rel=""noopener noreferrer"">standard array callback function</a>.
        </li>
</ol>

<h3>Solution 2: for statement</h3>

<pre><code class=""language-javascript"">// Solution 2a
const a = [5, 4, 3, 2, 1];
const b = [];

for (let i = 0; i &lt; a.length; i += 1) {
  if (a[i] % 2 === 0) {
    b.push(a[i]);
  }
}</code></pre>
          
<pre><code class=""language-javascript"">// Solution 2b
const a = [5, 4, 3, 2, 1];
const b = [];

for (let el of a) {
  if (el % 2 === 0) {
    b.push(el);
  }
}</code></pre>
          
<pre><code class=""language-javascript"">// Solution 2c
const a = [5, 4, 3, 2, 1];
const b = [];

for (let idx in array) {
  if (a[idx] % 2 === 0) {
    b.push(a[idx]);
  }
}</code></pre>

<p>
        If you don't know the <code class=""language-javascript"">Array.prototype.filter()</code> method, 
        you can iterate through the array with a <code class=""language-javascript"">for</code> statement,
        and populate a new array with the right values.
</p>

<h3>Solution 3: for statement within a custom function</h3>

<pre><code class=""language-javascript"">// Solution 3a
const a = [5, 4, 3, 2, 1];

const filter = (array, test) =&gt; {
const newArray = [];
for (let i = 0; i &lt; array.length; i += 1) {
  if (test(array[i])) {
    newArray.push(array[i]);
  }
  return newArray;
};

const b = filter(a, el =&gt; el % 2 === 0);</code></pre>
        
<pre><code class=""language-javascript"">// Solution 3b
const a = [5, 4, 3, 2, 1];

const filter = (array, test) =&gt; {
const newArray = [];
for (let el of array) {
  if (test(el)) {
    newArray.push(el);
  }
  return newArray;
};

const b = filter(a, el =&gt; el % 2 === 0);</code></pre>
        
<pre><code class=""language-javascript"">// Solution 3c
const a = [5, 4, 3, 2, 1];

const filter = (array, test) =&gt; {
const newArray = [];
for (let idx in array) {
  if (test(array[idx])) {
    newArray.push(array[idx]);
  }
  return newArray;
};

const b = filter(a, el =&gt; el % 2 === 0);</code></pre>

<p>We can also code a custom function. A custom function offers more flexibility:</p>

<ol>
        <li>It can be reused further down the code if need be.</li>
        <li>
          We can change the criteria to select numbers.
          Instead of selecting even numbers, we could select odd numbers.
        </li>
</ol>",false,
Arrays 09,600e4f09-a2a4-4d2b-9dcd-811b4e0b7c29,10,,"<pre><code class=""language-javascript"">const a = [1, 2, 3, 4, 5];</code></pre>
      
<p>
        Check if all values of <code class=""language-javascript"">a</code> are greater or equal to 10
        and store the resulting value into a new variable <code class=""language-javascript"">all</code>.
</p>",false,
Arrays 09,600e4f09-a2a4-4d2b-9dcd-811b4e0b7c29,20,,"<h3>Solution 1: Array.prototype.every()</h3>

<pre><code class=""language-javascript"">// Solution 1
const a = [1, 2, 3, 4, 5];

const all = a.every(el =&gt; el &gt;= 10 );</code></pre>

<ol>
      <li>
        <code class=""language-javascript"">Array.prototype.every()</code> checks
        if all elements pass the test implemented by the provided function argument (the callback function).
        The function argument should return a Boolean value, and
        the method <code class=""language-javascript"">Array.prototype.every()</code> returns a Boolean value.
      </li>
      <li>
        <code class=""language-javascript"">Array.prototype.every()</code>, like many other Array methods,
        uses a <a href='/js-array-callback' target='_blank'>standard array callback function</a>.
      </li>
</ol>

<h3>Solution 2: custom function</h3>

<p>
      If you do not know <code class=""language-javascript"">Array.prototype.every()</code>,
      you can create a function that does the same thing (Solution 2a, 2b or 2c).
      Since we need to iterate through the elements of an array,
      the use of a <code class=""language-javascript"">for</code> loop is perfect for the job.
</p>

<p class=""subtitle"">
      Resources:
</p>

<ul>
      <li>
        <a href=""/js-array-for"" target=""_blank"" rel=""noopener noreferrer"">
          iterate through Arrays with for statements</a>.
      </li>
</ul>

<pre><code class=""language-javascript"">// Solution 2a
const a = [1, 2, 3, 4, 5];

const every = (array, test) =&gt; {
  for (let i = 0; i &lt; array.length; i += 1) {
    if (!test(array[i])) {
      return false;
    }
    return true;
  }
};

const all = every(a, el =&gt; el &gt;= 10 );</code></pre>

<pre><code class=""language-javascript"">// Solution 2b
const a = [1, 2, 3, 4, 5];

const every = (array, test) =&gt; {
  for (let el of array) {
    if (!test(el)) {
      return false;
    }
    return true;
  }
};

const all = every(a, el =&gt; el &gt;= 10 );</code></pre>

<pre><code class=""language-javascript"">// Solution 2c
const a = [1, 2, 3, 4, 5];

const every = (array, test) =&gt; {
  for (let idx in array) {
    if (!test(array[idx])) {
      return false;
    }
    return true;
};

const all = every(a, el =&gt; el &gt;= 10 );</code></pre>",false,
Arrays 03,a2fc0f15-5881-4570-bacb-16d8472abea3,10,,"<pre><code class=""language-javascript"">let letters = [...'Elephant'];</code></pre>
      
<p>
        Iterate through the <code class=""language-javascript"">letters</code> array to display each letter to the screen. Do it in 5 different ways.
</p>",false,
Arrays 03,a2fc0f15-5881-4570-bacb-16d8472abea3,20,,"<h3>
        The spread syntax
</h3>

<pre><code class=""language-javascript"">let letters = [...'Elephant'];</code></pre>

<p>
        On the first line, we declare a variable <code class=""language-javascript"">letters</code>
        and assign it an array. The array literal uses a special syntax called the <strong>spread syntax</strong>.
        A spread syntax ""spreads"" the elements of an iterable object in an array literal or an object literal.
        The variable <code class=""language-javascript"">letters</code> gets assigned the array
        <code class=""language-javascript"">['E', 'l', 'e', 'p', 'h', 'a', 'n', 't']</code>.
</p>

<p class=""subtitle"">
        Resources:
</p>

<ul>
        <li>
          <a href=""/js-3-dots"" target=""_blank"" rel=""noopener noreferrer"">
            The 3 dots syntax</a>.
        </li>
</ul>

<h3>
        Solution 1: for statement
</h3>

<pre><code class=""language-javascript"">// Solution 1a
let letters = [...'Elephant'];

for (let i = 0; i &lt; letters.length; i += 1) {
console.log(letters[i]);
}</code></pre>

<pre><code class=""language-javascript"">// Solution 1b
let letters = [...'Elephant'];

for (let letter of letters) {
console.log(letter);
}</code></pre>

<pre><code class=""language-javascript"">// Solution 1c
let letters = [...'Elephant'];

for (let index in letters) {
console.log(letters[index]);
}</code></pre>

<p>
        Solution 1a is the most straightforward and uses the universal and simplest way of
        iterating through an array: the <code class=""language-javascript"">for</code> loop.
        This is a tank that crushes everything on its way.
</p>

<p class=""subtitle"">
        Resources:
</p>

<ul>
        <li>
          <a href=""/js-array-for"" target=""_blank"" rel=""noopener noreferrer"">
            Iterate through Arrays with for statements</a>.
        </li>
</ul>

<h3>
        Solution 2: while
</h3>

<pre><code class=""language-javascript"">// Solution 2: while
let letters = [...'Elephant'];

let i = 0;

while (i &lt; letters.length) {
console.log(letters[i]);
i += 1;
}</code></pre>

<p>
        Solution 2 uses the <code class=""language-javascript"">while</code> loop.
        Unlike the <code class=""language-javascript"">for</code> loop, it requires you to declare a variable before the
        <code class=""language-javascript"">while</code> statement.
</p>

<h3>Solution 3: Array.prototype.forEach()</h3>

<pre><code class=""language-javascript"">// Solution 3: Array.prototype.forEach()
let letters = [...'Elephant'];

letters.forEach((el) =&gt; {
console.log(el);
});</code></pre>

<p>
        Solution 3 uses the method <code class=""language-javascript"">Array.prototype.forEach()</code>.
</p>

<ol>
        <li>
          <code class=""language-javascript"">Array.prototype.forEach()</code> always returns <code class=""language-javascript"">undefined</code>.
        </li>
        <li>
          <code class=""language-javascript"">Array.prototype.forEach()</code> uses the <a href=""/js-array-callback"" target=""_blank"" rel=""noopener noreferrer"">standard callback function</a>.
        </li>
</ol>",false,
Arrays 07,ad38b945-7b4e-4f3d-82aa-093e6f42145d,10,,"<pre><code class=""language-javascript"">const a = [1, 2, 3, 4, 5];</code></pre>
      
<p>
        Find the 1st element in <code class=""language-javascript"">a</code> that is greater or equal to 3
        and assign the value to a new variable <code class=""language-javascript"">b</code>.
</p>",false,
