card_name,card_id,content_index,image_url,markdown,swappable_sides,audio_url
New Jersey,8d523178-018f-4025-8ac1-f590c9de0562,10,https://f003.backblazeb2.com/file/optileague/4_1757175065603_new-jersey.png,What is the capital of the state of New Jersey?,false,
New Jersey,8d523178-018f-4025-8ac1-f590c9de0562,20,,Trenton,false,
New Hampshire,921b38ec-92f4-4ed3-bbe0-4f45eb3d3e7e,10,https://f003.backblazeb2.com/file/optileague/4_1757175016802_new-hampshire.png,What is the capital of the state of New Hampshire?,false,
New Hampshire,921b38ec-92f4-4ed3-bbe0-4f45eb3d3e7e,20,,Concord,false,
Hawaii,9996c23c-21c8-4c94-b89e-f4cd6d933e41,10,https://f003.backblazeb2.com/file/optileague/4_1757174619781_hawaii.png,What is the capital of the state of Hawaii?,false,
Hawaii,9996c23c-21c8-4c94-b89e-f4cd6d933e41,20,,Honolulu,false,
Vermont,9a3624b1-dd30-4a8d-b1d8-123a2eb82ee3,10,https://f003.backblazeb2.com/file/optileague/1_1757173393752_vermont.png,What is the capital of the state of Vermont?,false,
Vermont,9a3624b1-dd30-4a8d-b1d8-123a2eb82ee3,20,,Montpelier,false,
Texas,9dc00b60-a854-42ab-b0d9-561e56a2ceb8,10,https://f003.backblazeb2.com/file/optileague/1_1757173427702_texas.png,What is the capital of the state of Texas?,false,
Texas,9dc00b60-a854-42ab-b0d9-561e56a2ceb8,20,,Austin,false,
Montana,9fd90611-c862-4b02-855f-5051bdd7c652,10,https://f003.backblazeb2.com/file/optileague/4_1757174942818_montana.png,What is the capital of the state of Montana?,false,
Montana,9fd90611-c862-4b02-855f-5051bdd7c652,20,,Helena,false,
Arizona,a0e372b8-fbcd-4d07-9269-d112453228c5,10,https://f003.backblazeb2.com/file/optileague/4_1757174536177_arizona.png,What is the capital of the state of Arizona?,false,
Arizona,a0e372b8-fbcd-4d07-9269-d112453228c5,20,,Phoenix,false,
South Dakota,a42020d3-8cc9-4c64-a1af-2e46e07733c6,10,https://f003.backblazeb2.com/file/optileague/1_1757173456187_south-dakota.png,What is the capital of the state of South Dakota?,false,
South Dakota,a42020d3-8cc9-4c64-a1af-2e46e07733c6,20,,Pierre,false,
Massachusetts,a5963d79-130f-4147-879d-ef91b42effeb,10,https://f003.backblazeb2.com/file/optileague/4_1757174864998_massachusetts.png,What is the capital of the state of Massachusetts?,false,
Massachusetts,a5963d79-130f-4147-879d-ef91b42effeb,20,,Boston,false,
Alabama,a675431a-8f22-45eb-a357-543fe7c8f27f,10,https://f003.backblazeb2.com/file/optileague/4_1757174513720_alabama.png,What is the capital of the state of Alabama?,false,
Alabama,a675431a-8f22-45eb-a357-543fe7c8f27f,20,,Montgomery,false,
Colorado,a85dc54a-e866-4a16-aebf-45402c264df3,10,https://f003.backblazeb2.com/file/optileague/4_1757174567686_colorado.png,What is the capital of the state of Colorado?,false,
Colorado,a85dc54a-e866-4a16-aebf-45402c264df3,20,,Denver,false,
California,a988878b-791a-48ec-b59a-4167bdd2dd0b,10,https://f003.backblazeb2.com/file/optileague/4_1757174557561_california.png,What is the capital of the state of California?,false,
California,a988878b-791a-48ec-b59a-4167bdd2dd0b,20,,Sacramento,false,
Mississippi,b18629c1-eb73-44e7-9d1f-c26675f4d174,10,https://f003.backblazeb2.com/file/optileague/4_1757174903366_mississippi.png,What is the capital of the state of Mississippi?,false,
Mississippi,b18629c1-eb73-44e7-9d1f-c26675f4d174,20,,Jackson,false,
Oregon,b583e55e-f7bf-4f21-bcc7-088fa37958b9,10,https://f003.backblazeb2.com/file/optileague/4_1757175173644_oregon.png,What is the capital of the state of Oregon?,false,
Oregon,b583e55e-f7bf-4f21-bcc7-088fa37958b9,20,,Salem,false,
Idaho,b6848e33-478e-4992-bb2c-04c16932e0b0,10,https://f003.backblazeb2.com/file/optileague/4_1757174691812_idaho.png,What is the capital of the state of Idaho?,false,
Idaho,b6848e33-478e-4992-bb2c-04c16932e0b0,20,,Boise,false,
Kentucky,c5be9ea6-8f50-46b7-95c5-9722558e8e00,10,https://f003.backblazeb2.com/file/optileague/4_1757174744759_kentucky.png,What is the capital of the state of Kentucky?,false,
Kentucky,c5be9ea6-8f50-46b7-95c5-9722558e8e00,20,,Frankfort,false,
Florida,c65280cc-13a2-4a56-9e78-155a5aefc07a,10,https://f003.backblazeb2.com/file/optileague/4_1757174599499_florida.png,What is the capital of the state of Florida?,false,
Florida,c65280cc-13a2-4a56-9e78-155a5aefc07a,20,,Tallahassee,false,
Ohio,c99a218c-691d-40c6-8cf5-0944f9592a7f,10,https://f003.backblazeb2.com/file/optileague/4_1757175147399_ohio.png,What is the capital of the state of Ohio?,false,
Ohio,c99a218c-691d-40c6-8cf5-0944f9592a7f,20,,Columbus,false,
North Dakota,cdfb5394-cb1d-4a2b-96bb-f4727a0af4e4,10,https://f003.backblazeb2.com/file/optileague/4_1757175136015_north-dakota.png,What is the capital of the state of North Dakota?,false,
North Dakota,cdfb5394-cb1d-4a2b-96bb-f4727a0af4e4,20,,Bismarck,false,
Iowa,d12ec676-8820-4ab2-a49c-5d4db0a19507,10,https://f003.backblazeb2.com/file/optileague/4_1757174724593_iowa.png,What is the capital of the state of Iowa?,false,
Iowa,d12ec676-8820-4ab2-a49c-5d4db0a19507,20,,Des Moines,false,
Minnesota,d3586a4e-38ef-4ba2-a257-536c460a2d81,10,https://f003.backblazeb2.com/file/optileague/4_1757174892189_minnesota.png,What is the capital of the state of Minnesota?,false,
Minnesota,d3586a4e-38ef-4ba2-a257-536c460a2d81,20,,Saint Paul,false,
Pennsylvania,dc7dfdf4-ca4b-4422-a621-d618d9c3cd64,10,https://f003.backblazeb2.com/file/optileague/4_1757175218366_pennsylvania.png,What is the capital of the state of Pennsylvania?,false,
Pennsylvania,dc7dfdf4-ca4b-4422-a621-d618d9c3cd64,20,,Harrisburg,false,
Tennessee,de49345d-9e8c-4911-a422-989f7c055d3a,10,https://f003.backblazeb2.com/file/optileague/1_1757173441058_tennessee.png,What is the capital of the state of Tennessee?,false,
Tennessee,de49345d-9e8c-4911-a422-989f7c055d3a,20,,Nashville,false,
Wisconsin,e0a561b7-f1ef-44c7-9a25-620f12d91fc3,10,https://f003.backblazeb2.com/file/optileague/1_1757173326143_wisconsin.png,What is the capital of the state of Wisconsin?,false,
Wisconsin,e0a561b7-f1ef-44c7-9a25-620f12d91fc3,20,,Madison,false,
Illinois,e19af21d-156f-48f1-8d7a-d0aa14816e14,10,https://f003.backblazeb2.com/file/optileague/4_1757174702396_illinois.png,What is the capital of the state of Illinois?,false,
Illinois,e19af21d-156f-48f1-8d7a-d0aa14816e14,20,,Springfield,false,
South Carolina,e3d460d0-c80c-4662-9944-306394de5132,10,https://f003.backblazeb2.com/file/optileague/1_1757173473019_south-carolina.png,What is the capital of the state of South Carolina?,false,
South Carolina,e3d460d0-c80c-4662-9944-306394de5132,20,,Columbia,false,
Nevada,eb27211d-9291-4431-a585-632fdc937d9e,10,https://f003.backblazeb2.com/file/optileague/4_1757174992209_nevada.png,What is the capital of the state of Nevada?,false,
Nevada,eb27211d-9291-4431-a585-632fdc937d9e,20,,Carson City,false,
Kansas,f179bb5a-328a-4436-80fd-64d6dd4be2e7,10,https://f003.backblazeb2.com/file/optileague/4_1757174734406_kansas.png,What is the capital of the state of Kansas?,false,
Kansas,f179bb5a-328a-4436-80fd-64d6dd4be2e7,20,,Topeka,false,
Connecticut,f2dfbdd3-71ce-44d9-85ef-b2a4eeba1334,10,https://f003.backblazeb2.com/file/optileague/4_1757174578473_connecticut.png,What is the capital of the state of Connecticut?,false,
Connecticut,f2dfbdd3-71ce-44d9-85ef-b2a4eeba1334,20,,Hartford,false,
Utah,f50035cb-ba10-42c4-92b8-de4f643b54b5,10,https://f003.backblazeb2.com/file/optileague/1_1757173409236_utah.png,What is the capital of the state of Utah?,false,
Utah,f50035cb-ba10-42c4-92b8-de4f643b54b5,20,,Salt Lake City,false,
