id,title,note_format,swappable_sides,content_position,content_sub_position,content_type,markdown_content,file_url,is_correct
14,Émirats arabes unis (Asie),flashcard,,1,1,image,,https://f003.backblazeb2.com/file/notyloops/emirats-arabes-unis.webp,
14,Émirats arabes unis (Asie),flashcard,,1,2,text,A quel pays appartient le drapeau ci-dessus ?,,
14,Émirats arabes unis (Asie),flashcard,,2,1,text,Émirats arabes unis,,
15,Géorgie (Asie),flashcard,,1,1,image,,https://f003.backblazeb2.com/file/notyloops/georgie.webp,
15,Géorgie (Asie),flashcard,,1,2,text,A quel pays appartient le drapeau ci-dessus ?,,
15,Géorgie (Asie),flashcard,,2,1,text,Géorgie,,
16,Inde (Asie),flashcard,,1,1,image,,https://f003.backblazeb2.com/file/notyloops/inde.webp,
16,Inde (Asie),flashcard,,1,2,text,A quel pays appartient le drapeau ci-dessus ?,,
16,Inde (Asie),flashcard,,2,1,text,Inde,,
17,Indonésie (Asie),flashcard,,1,1,image,,https://f003.backblazeb2.com/file/notyloops/indonesie.webp,
17,Indonésie (Asie),flashcard,,1,2,text,A quel pays appartient le drapeau ci-dessus ?,,
17,Indonésie (Asie),flashcard,,2,1,text,Indonésie,,
18,Irak (Asie),flashcard,,1,1,image,,https://f003.backblazeb2.com/file/notyloops/irak.webp,
18,Irak (Asie),flashcard,,1,2,text,A quel pays appartient le drapeau ci-dessus ?,,
18,Irak (Asie),flashcard,,2,1,text,Irak,,
19,Iran (Asie),flashcard,,1,1,image,,https://f003.backblazeb2.com/file/notyloops/iran.webp,
19,Iran (Asie),flashcard,,1,2,text,A quel pays appartient le drapeau ci-dessus ?,,
19,Iran (Asie),flashcard,,2,1,text,Iran,,
20,Israël (Asie),flashcard,,1,1,image,,https://f003.backblazeb2.com/file/notyloops/israel.webp,
20,Israël (Asie),flashcard,,1,2,text,A quel pays appartient le drapeau ci-dessus ?,,
20,Israël (Asie),flashcard,,2,1,text,Israël,,
21,Japon (Asie),flashcard,,1,1,image,,https://f003.backblazeb2.com/file/notyloops/japon.webp,
21,Japon (Asie),flashcard,,1,2,text,A quel pays appartient le drapeau ci-dessus ?,,
21,Japon (Asie),flashcard,,2,1,text,Japon,,
22,Jordanie (Asie),flashcard,,1,1,image,,https://f003.backblazeb2.com/file/notyloops/jordanie.webp,
22,Jordanie (Asie),flashcard,,1,2,text,A quel pays appartient le drapeau ci-dessus ?,,
22,Jordanie (Asie),flashcard,,2,1,text,Jordanie,,
23,Kazakhstan (Asie),flashcard,,1,1,image,,https://f003.backblazeb2.com/file/notyloops/kazakhstan.webp,
23,Kazakhstan (Asie),flashcard,,1,2,text,A quel pays appartient le drapeau ci-dessus ?,,
23,Kazakhstan (Asie),flashcard,,2,1,text,Kazakhstan,,
24,Kirghizistan (Asie),flashcard,,1,1,image,,https://f003.backblazeb2.com/file/notyloops/kirghizistan.webp,
24,Kirghizistan (Asie),flashcard,,1,2,text,A quel pays appartient le drapeau ci-dessus ?,,
24,Kirghizistan (Asie),flashcard,,2,1,text,Kirghizistan,,
25,Koweït (Asie),flashcard,,1,1,image,,https://f003.backblazeb2.com/file/notyloops/koweit.webp,
25,Koweït (Asie),flashcard,,1,2,text,A quel pays appartient le drapeau ci-dessus ?,,
25,Koweït (Asie),flashcard,,2,1,text,Koweït,,
26,Laos (Asie),flashcard,,1,1,image,,https://f003.backblazeb2.com/file/notyloops/laos.webp,
26,Laos (Asie),flashcard,,1,2,text,A quel pays appartient le drapeau ci-dessus ?,,
26,Laos (Asie),flashcard,,2,1,text,Laos,,
27,Liban (Asie),flashcard,,1,1,image,,https://f003.backblazeb2.com/file/notyloops/liban.webp,
27,Liban (Asie),flashcard,,1,2,text,A quel pays appartient le drapeau ci-dessus ?,,
27,Liban (Asie),flashcard,,2,1,text,Liban,,
28,Malaisie (Asie),flashcard,,1,1,image,,https://f003.backblazeb2.com/file/notyloops/malaisie.webp,
28,Malaisie (Asie),flashcard,,1,2,text,A quel pays appartient le drapeau ci-dessus ?,,
28,Malaisie (Asie),flashcard,,2,1,text,Malaisie,,
29,Maldives (Asie),flashcard,,1,1,image,,https://f003.backblazeb2.com/file/notyloops/maldives.webp,
29,Maldives (Asie),flashcard,,1,2,text,A quel pays appartient le drapeau ci-dessus ?,,
29,Maldives (Asie),flashcard,,2,1,text,Maldives,,
30,Mongolie (Asie),flashcard,,1,1,image,,https://f003.backblazeb2.com/file/notyloops/mongolie.webp,
30,Mongolie (Asie),flashcard,,1,2,text,A quel pays appartient le drapeau ci-dessus ?,,
30,Mongolie (Asie),flashcard,,2,1,text,Mongolie,,
31,Népal (Asie),flashcard,,1,1,image,,https://f003.backblazeb2.com/file/notyloops/nepal.webp,
31,Népal (Asie),flashcard,,1,2,text,A quel pays appartient le drapeau ci-dessus ?,,
31,Népal (Asie),flashcard,,2,1,text,Népal,,
32,Oman (Asie),flashcard,,1,1,image,,https://f003.backblazeb2.com/file/notyloops/oman.webp,
32,Oman (Asie),flashcard,,1,2,text,A quel pays appartient le drapeau ci-dessus ?,,
32,Oman (Asie),flashcard,,2,1,text,Oman,,
33,Ouzbékistan (Asie),flashcard,,1,1,image,,https://f003.backblazeb2.com/file/notyloops/ouzbekistan.webp,
33,Ouzbékistan (Asie),flashcard,,1,2,text,A quel pays appartient le drapeau ci-dessus ?,,
33,Ouzbékistan (Asie),flashcard,,2,1,text,Ouzbékistan,,
34,Pakistan (Asie),flashcard,,1,1,image,,https://f003.backblazeb2.com/file/notyloops/pakistan.webp,
34,Pakistan (Asie),flashcard,,1,2,text,A quel pays appartient le drapeau ci-dessus ?,,
34,Pakistan (Asie),flashcard,,2,1,text,Pakistan,,
35,Philippines (Asie),flashcard,,1,1,image,,https://f003.backblazeb2.com/file/notyloops/philippines.webp,
35,Philippines (Asie),flashcard,,1,2,text,A quel pays appartient le drapeau ci-dessus ?,,
35,Philippines (Asie),flashcard,,2,1,text,Philippines,,
36,Qatar (Asie),flashcard,,1,1,image,,https://f003.backblazeb2.com/file/notyloops/qatar.webp,
36,Qatar (Asie),flashcard,,1,2,text,A quel pays appartient le drapeau ci-dessus ?,,
36,Qatar (Asie),flashcard,,2,1,text,Qatar,,
37,Singapour (Asie),flashcard,,1,1,image,,https://f003.backblazeb2.com/file/notyloops/singapour.webp,
37,Singapour (Asie),flashcard,,1,2,text,A quel pays appartient le drapeau ci-dessus ?,,
37,Singapour (Asie),flashcard,,2,1,text,Singapour,,
38,Sri Lanka (Asie),flashcard,,1,1,image,,https://f003.backblazeb2.com/file/notyloops/sri-lanka.webp,
38,Sri Lanka (Asie),flashcard,,1,2,text,A quel pays appartient le drapeau ci-dessus ?,,
38,Sri Lanka (Asie),flashcard,,2,1,text,Sri Lanka,,
39,Syrie (Asie),flashcard,,1,1,image,,https://f003.backblazeb2.com/file/notyloops/syrie.webp,
39,Syrie (Asie),flashcard,,1,2,text,A quel pays appartient le drapeau ci-dessus ?,,
39,Syrie (Asie),flashcard,,2,1,text,Syrie,,
40,Tadjikistan (Asie),flashcard,,1,1,image,,https://f003.backblazeb2.com/file/notyloops/tadjikistan.webp,
40,Tadjikistan (Asie),flashcard,,1,2,text,A quel pays appartient le drapeau ci-dessus ?,,
40,Tadjikistan (Asie),flashcard,,2,1,text,Tadjikistan,,
41,Thaïlande (Asie),flashcard,,1,1,image,,https://f003.backblazeb2.com/file/notyloops/thailande.webp,
41,Thaïlande (Asie),flashcard,,1,2,text,A quel pays appartient le drapeau ci-dessus ?,,
41,Thaïlande (Asie),flashcard,,2,1,text,Thaïlande,,
42,Timor oriental (Asie),flashcard,,1,1,image,,https://f003.backblazeb2.com/file/notyloops/timor-oriental.webp,
42,Timor oriental (Asie),flashcard,,1,2,text,A quel pays appartient le drapeau ci-dessus ?,,
42,Timor oriental (Asie),flashcard,,2,1,text,Timor oriental,,
43,Turkménistan (Asie),flashcard,,1,1,image,,https://f003.backblazeb2.com/file/notyloops/turkmenistan.webp,
43,Turkménistan (Asie),flashcard,,1,2,text,A quel pays appartient le drapeau ci-dessus ?,,
43,Turkménistan (Asie),flashcard,,2,1,text,Turkménistan,,
44,Turquie (Asie),flashcard,,1,1,image,,https://f003.backblazeb2.com/file/notyloops/turquie.webp,
44,Turquie (Asie),flashcard,,1,2,text,A quel pays appartient le drapeau ci-dessus ?,,
44,Turquie (Asie),flashcard,,2,1,text,Turquie,,
45,Viêt Nam (Asie),flashcard,,1,1,image,,https://f003.backblazeb2.com/file/notyloops/viet-nam.webp,
45,Viêt Nam (Asie),flashcard,,1,2,text,A quel pays appartient le drapeau ci-dessus ?,,
45,Viêt Nam (Asie),flashcard,,2,1,text,"Viêt Nam, Viet Nam ou Vietnam",,
46,Yémen (Asie),flashcard,,1,1,image,,https://f003.backblazeb2.com/file/notyloops/yemen.webp,
46,Yémen (Asie),flashcard,,1,2,text,A quel pays appartient le drapeau ci-dessus ?,,
46,Yémen (Asie),flashcard,,2,1,text,Yémen,,
