id,title,note_format,swappable_sides,content_position,content_sub_position,content_type,markdown_content,file_url,is_correct
8,Bulgarie (Europe),flashcard,,1,2,text,A quel pays appartient le drapeau ci-dessus ?,,
8,Bulgarie (Europe),flashcard,,2,1,text,Bulgarie,,
9,Chypre (Europe),flashcard,,1,1,image,,https://f003.backblazeb2.com/file/notyloops/chypre.webp,
9,Chypre (Europe),flashcard,,1,2,text,A quel pays appartient le drapeau ci-dessus ?,,
9,Chypre (Europe),flashcard,,2,1,text,Chypre,,
10,Croatie (Europe),flashcard,,1,1,image,,https://f003.backblazeb2.com/file/notyloops/croatie.webp,
10,Croatie (Europe),flashcard,,1,2,text,A quel pays appartient le drapeau ci-dessus ?,,
10,Croatie (Europe),flashcard,,2,1,text,Croatie,,
11,Danemark (Europe),flashcard,,1,1,image,,https://f003.backblazeb2.com/file/notyloops/danemark.webp,
11,Danemark (Europe),flashcard,,1,2,text,A quel pays appartient le drapeau ci-dessus ?,,
11,Danemark (Europe),flashcard,,2,1,text,Danemark,,
12,Espagne (Europe),flashcard,,1,1,image,,https://f003.backblazeb2.com/file/notyloops/espagne.webp,
12,Espagne (Europe),flashcard,,1,2,text,A quel pays appartient le drapeau ci-dessus ?,,
12,Espagne (Europe),flashcard,,2,1,text,Espagne,,
13,Estonie (Europe),flashcard,,1,1,image,,https://f003.backblazeb2.com/file/notyloops/estonie.webp,
13,Estonie (Europe),flashcard,,1,2,text,A quel pays appartient le drapeau ci-dessus ?,,
13,Estonie (Europe),flashcard,,2,1,text,Estonie,,
14,Finlande (Europe),flashcard,,1,1,image,,https://f003.backblazeb2.com/file/notyloops/finlande.webp,
14,Finlande (Europe),flashcard,,1,2,text,A quel pays appartient le drapeau ci-dessus ?,,
14,Finlande (Europe),flashcard,,2,1,text,Finlande,,
15,France (Europe),flashcard,,1,1,image,,https://f003.backblazeb2.com/file/notyloops/france.webp,
15,France (Europe),flashcard,,1,2,text,A quel pays appartient le drapeau ci-dessus ?,,
15,France (Europe),flashcard,,2,1,text,France,,
16,Grèce (Europe),flashcard,,1,1,image,,https://f003.backblazeb2.com/file/notyloops/grece.webp,
16,Grèce (Europe),flashcard,,1,2,text,A quel pays appartient le drapeau ci-dessus ?,,
16,Grèce (Europe),flashcard,,2,1,text,Grèce,,
17,Hongrie (Europe),flashcard,,1,1,image,,https://f003.backblazeb2.com/file/notyloops/hongrie.webp,
17,Hongrie (Europe),flashcard,,1,2,text,A quel pays appartient le drapeau ci-dessus ?,,
17,Hongrie (Europe),flashcard,,2,1,text,Hongrie,,
18,Irlande (Europe),flashcard,,1,1,image,,https://f003.backblazeb2.com/file/notyloops/irlande.webp,
18,Irlande (Europe),flashcard,,1,2,text,A quel pays appartient le drapeau ci-dessus ?,,
18,Irlande (Europe),flashcard,,2,1,text,Irlande,,
19,Islande (Europe),flashcard,,1,1,image,,https://f003.backblazeb2.com/file/notyloops/islande.webp,
19,Islande (Europe),flashcard,,1,2,text,A quel pays appartient le drapeau ci-dessus ?,,
19,Islande (Europe),flashcard,,2,1,text,Islande,,
20,Italie (Europe),flashcard,,1,1,image,,https://f003.backblazeb2.com/file/notyloops/italie.webp,
20,Italie (Europe),flashcard,,1,2,text,A quel pays appartient le drapeau ci-dessus ?,,
20,Italie (Europe),flashcard,,2,1,text,Italie,,
21,Lettonie (Europe),flashcard,,1,1,image,,https://f003.backblazeb2.com/file/notyloops/lettonie.webp,
21,Lettonie (Europe),flashcard,,1,2,text,A quel pays appartient le drapeau ci-dessus ?,,
21,Lettonie (Europe),flashcard,,2,1,text,Lettonie,,
22,Liechtenstein (Europe),flashcard,,1,1,image,,https://f003.backblazeb2.com/file/notyloops/liechtenstein.webp,
22,Liechtenstein (Europe),flashcard,,1,2,text,A quel pays appartient le drapeau ci-dessus ?,,
22,Liechtenstein (Europe),flashcard,,2,1,text,Liechtenstein,,
23,Lituanie (Europe),flashcard,,1,1,image,,https://f003.backblazeb2.com/file/notyloops/lituanie.webp,
23,Lituanie (Europe),flashcard,,1,2,text,A quel pays appartient le drapeau ci-dessus ?,,
23,Lituanie (Europe),flashcard,,2,1,text,Lituanie,,
24,Luxembourg (Europe),flashcard,,1,1,image,,https://f003.backblazeb2.com/file/notyloops/luxembourg.webp,
24,Luxembourg (Europe),flashcard,,1,2,text,A quel pays appartient le drapeau ci-dessus ?,,
24,Luxembourg (Europe),flashcard,,2,1,text,Luxembourg,,
25,Macédoine du Nord (Europe),flashcard,,1,1,image,,https://f003.backblazeb2.com/file/notyloops/macedoine-du-nord.webp,
25,Macédoine du Nord (Europe),flashcard,,1,2,text,A quel pays appartient le drapeau ci-dessus ?,,
25,Macédoine du Nord (Europe),flashcard,,2,1,text,Macédoine du Nord,,
26,Malte (Europe),flashcard,,1,1,image,,https://f003.backblazeb2.com/file/notyloops/malte.webp,
26,Malte (Europe),flashcard,,1,2,text,A quel pays appartient le drapeau ci-dessus ?,,
26,Malte (Europe),flashcard,,2,1,text,Malte,,
27,Moldavie (Europe),flashcard,,1,1,image,,https://f003.backblazeb2.com/file/notyloops/moldavie.webp,
27,Moldavie (Europe),flashcard,,1,2,text,A quel pays appartient le drapeau ci-dessus ?,,
27,Moldavie (Europe),flashcard,,2,1,text,Moldavie,,
28,Monaco (Europe),flashcard,,1,1,image,,https://f003.backblazeb2.com/file/notyloops/monaco.webp,
28,Monaco (Europe),flashcard,,1,2,text,A quel pays appartient le drapeau ci-dessus ?,,
28,Monaco (Europe),flashcard,,2,1,text,Monaco,,
29,Monténégro (Europe),flashcard,,1,1,image,,https://f003.backblazeb2.com/file/notyloops/montenegro.webp,
29,Monténégro (Europe),flashcard,,1,2,text,A quel pays appartient le drapeau ci-dessus ?,,
29,Monténégro (Europe),flashcard,,2,1,text,Monténégro,,
30,Norvège (Europe),flashcard,,1,1,image,,https://f003.backblazeb2.com/file/notyloops/norvege.webp,
30,Norvège (Europe),flashcard,,1,2,text,A quel pays appartient le drapeau ci-dessus ?,,
30,Norvège (Europe),flashcard,,2,1,text,Norvège,,
31,Pays-Bas (Europe),flashcard,,1,1,image,,https://f003.backblazeb2.com/file/notyloops/pays-bas.webp,
31,Pays-Bas (Europe),flashcard,,1,2,text,A quel pays appartient le drapeau ci-dessus ?,,
31,Pays-Bas (Europe),flashcard,,2,1,text,Pays-Bas,,
32,Pologne (Europe),flashcard,,1,1,image,,https://f003.backblazeb2.com/file/notyloops/pologne.webp,
32,Pologne (Europe),flashcard,,1,2,text,A quel pays appartient le drapeau ci-dessus ?,,
32,Pologne (Europe),flashcard,,2,1,text,Pologne,,
33,Portugal (Europe),flashcard,,1,1,image,,https://f003.backblazeb2.com/file/notyloops/portugal.webp,
33,Portugal (Europe),flashcard,,1,2,text,A quel pays appartient le drapeau ci-dessus ?,,
33,Portugal (Europe),flashcard,,2,1,text,Portugal,,
34,Roumanie (Europe),flashcard,,1,1,image,,https://f003.backblazeb2.com/file/notyloops/roumanie.webp,
34,Roumanie (Europe),flashcard,,1,2,text,A quel pays appartient le drapeau ci-dessus ?,,
34,Roumanie (Europe),flashcard,,2,1,text,Roumanie,,
35,Royaume-Uni (Europe),flashcard,,1,1,image,,https://f003.backblazeb2.com/file/notyloops/royaume-uni.webp,
35,Royaume-Uni (Europe),flashcard,,1,2,text,A quel pays appartient le drapeau ci-dessus ?,,
35,Royaume-Uni (Europe),flashcard,,2,1,text,Royaume-Uni,,
36,Russie (Europe),flashcard,,1,1,image,,https://f003.backblazeb2.com/file/notyloops/russie.webp,
36,Russie (Europe),flashcard,,1,2,text,A quel pays appartient le drapeau ci-dessus ?,,
36,Russie (Europe),flashcard,,2,1,text,Russie,,
37,Saint-Marin (Europe),flashcard,,1,1,image,,https://f003.backblazeb2.com/file/notyloops/saint-marin.webp,
37,Saint-Marin (Europe),flashcard,,1,2,text,A quel pays appartient le drapeau ci-dessus ?,,
37,Saint-Marin (Europe),flashcard,,2,1,text,Saint-Marin,,
38,Serbie (Europe),flashcard,,1,1,image,,https://f003.backblazeb2.com/file/notyloops/serbie.webp,
38,Serbie (Europe),flashcard,,1,2,text,A quel pays appartient le drapeau ci-dessus ?,,
38,Serbie (Europe),flashcard,,2,1,text,Serbie,,
39,Slovaquie (Europe),flashcard,,1,1,image,,https://f003.backblazeb2.com/file/notyloops/slovaquie.webp,
39,Slovaquie (Europe),flashcard,,1,2,text,A quel pays appartient le drapeau ci-dessus ?,,
39,Slovaquie (Europe),flashcard,,2,1,text,Slovaquie,,
40,Slovénie (Europe),flashcard,,1,1,image,,https://f003.backblazeb2.com/file/notyloops/slovenie.webp,
40,Slovénie (Europe),flashcard,,1,2,text,A quel pays appartient le drapeau ci-dessus ?,,
40,Slovénie (Europe),flashcard,,2,1,text,Slovénie,,
41,Suède (Europe),flashcard,,1,1,image,,https://f003.backblazeb2.com/file/notyloops/suede.webp,
41,Suède (Europe),flashcard,,1,2,text,A quel pays appartient le drapeau ci-dessus ?,,
41,Suède (Europe),flashcard,,2,1,text,Suède,,
42,Suisse (Europe),flashcard,,1,1,image,,https://f003.backblazeb2.com/file/notyloops/suisse.webp,
42,Suisse (Europe),flashcard,,1,2,text,A quel pays appartient le drapeau ci-dessus ?,,
42,Suisse (Europe),flashcard,,2,1,text,Suisse,,
43,Tchéquie (République tchèque) (Europe),flashcard,,1,1,image,,https://f003.backblazeb2.com/file/notyloops/tchequie-republique-tcheque.webp,
43,Tchéquie (République tchèque) (Europe),flashcard,,1,2,text,A quel pays appartient le drapeau ci-dessus ?,,
43,Tchéquie (République tchèque) (Europe),flashcard,,2,1,text,Tchéquie (République tchèque),,
44,Ukraine (Europe),flashcard,,1,1,image,,https://f003.backblazeb2.com/file/notyloops/ukraine.webp,
44,Ukraine (Europe),flashcard,,1,2,text,A quel pays appartient le drapeau ci-dessus ?,,
44,Ukraine (Europe),flashcard,,2,1,text,Ukraine,,
45,Vatican (Europe),flashcard,,1,1,image,,https://f003.backblazeb2.com/file/notyloops/vatican.webp,
45,Vatican (Europe),flashcard,,1,2,text,A quel pays appartient le drapeau ci-dessus ?,,
45,Vatican (Europe),flashcard,,2,1,text,Vatican,,
